mic1,mic2,mic3,mic4
-14,80,-68,-42
-20,90,-62,-36
-34,104,-50,-20
-42,64,-74,-38
-34,94,-86,-54
-50,86,-72,-20
-12,72,-64,-16
-50,88,-74,-26
-30,86,-62,-28
-24,70,-78,-8
-40,86,-82,-16
-34,74,-62,-4
-44,84,-80,-38
-18,72,-72,-26
-42,62,-60,-34
-46,50,-74,-24
-30,112,-90,-56
-34,90,-96,-20
-50,80,-66,-32
-22,84,-96,-40
-30,86,-72,-36
-40,84,-64,-32
-38,68,-84,-20
-48,68,-58,-10
-32,88,-80,-28
-36,100,-60,-6
-44,64,-60,-50
-14,82,-84,-2
-16,76,-68,-22
-26,78,-82,-36
-34,86,-98,-28
-28,76,-72,-42
-40,72,-86,-34
-24,62,-88,-28
-6,66,-68,-38
-32,78,-54,-40
-20,92,-92,-14
-18,66,-74,-38
-44,70,-76,-54
-46,66,-64,-32
-30,70,-70,-36
-38,74,-90,-28
-56,82,-74,-16
-20,96,-98,-22
-14,88,-82,-56
-16,94,-90,-56
-30,90,-78,-38
-26,58,-92,-38
-42,78,-68,-46
-34,60,-42,-22
-26,90,-90,-44
-36,64,-66,-32
-32,86,-84,-18
-54,80,-106,-30
-42,68,-88,-26
-68,60,-76,-44
-16,86,-76,-38
-48,78,-94,-22
-28,96,-94,-32
-26,64,-70,-42
-34,88,-72,-38
-50,78,-88,-46
-40,60,-74,-42
-62,82,-80,-38
-50,76,-76,-44
-54,84,-98,-32
-18,78,-80,-32
-40,82,-86,-46
-36,50,-74,-40
-28,68,-70,-44
-22,60,-86,-52
-42,58,-90,-54
-42,84,-70,-64
-46,84,-74,-22
-52,64,-98,-50
-34,74,-84,-32
-56,72,-76,-26
-52,74,-78,-44
-46,76,-88,-56
-62,80,-82,-56
-72,72,-66,-64
-42,76,-72,-60
-66,66,-100,-42
-56,66,-82,-66
-36,76,-84,-50
-60,48,-106,-56
-22,70,-82,-54
-58,58,-70,-32
-40,50,-96,-52
-38,84,-72,-34
-50,92,-90,-42
-38,70,-98,-50
-42,72,-108,-32
-38,82,-94,-64
-40,76,-84,-28
-50,60,-70,-70
-30,76,-84,-60
-48,62,-86,-78
-32,66,-72,-48
-54,80,-78,-52
-44,54,-88,-52
-38,60,-84,-50
-4,64,-78,-56
-46,58,-86,-48
-18,94,-94,-20
-40,76,-102,-56
-30,68,-84,-72
-52,70,-110,-28
-64,66,-76,-68
-46,54,-84,-68
-36,66,-74,-68
-40,58,-78,-74
-48,64,-80,-72
-42,60,-90,-58
-50,62,-94,-62
-42,80,-66,-48
-56,58,-70,-64
-40,76,-76,-54
-62,68,-82,-68
-42,58,-90,-52
-48,60,-82,-56
-58,70,-78,-46
-70,56,-86,-40
-34,62,-102,-48
-32,60,-86,-66
-70,62,-108,-68
-40,72,-102,-52
-58,66,-112,-72
-54,72,-64,-66
-58,56,-82,-38
-42,72,-92,-56
-34,76,-88,-50
-36,80,-72,-68
-30,54,-82,-68
-38,80,-90,-84
-30,60,-126,-42
-46,60,-84,-76
-38,82,-104,-64
-44,58,-90,-68
-76,54,-90,-46
-38,58,-96,-58
-44,80,-92,-60
-34,44,-66,-54
-46,76,-90,-62
-36,60,-74,-70
-44,48,-82,-36
-34,64,-84,-64
-46,54,-102,-46
-10,72,-88,-60
-54,86,-90,-42
-46,56,-98,-26
-44,58,-90,-98
-54,50,-84,-44
-38,58,-86,-52
-46,66,-80,-72
-56,72,-88,-86
-70,80,-66,-54
-48,56,-66,-82
-66,92,-76,-80
-60,72,-88,-60
-30,56,-90,-84
-56,68,-88,-46
-34,66,-114,-58
-28,72,-78,-56
-50,54,-96,-72
-42,40,-96,-68
-24,48,-94,-48
-44,60,-98,-60
-60,46,-86,-54
-50,64,-98,-76
-16,68,-94,-66
-58,64,-78,-74
-48,74,-90,-68
-32,56,-82,-56
-42,82,-86,-52
-30,70,-94,-56
-50,66,-92,-72
-26,76,-70,-94
-36,48,-84,-72
-42,58,-90,-54
-2,72,-96,-66
-40,66,-88,-44
-62,62,-70,-60
-30,50,-102,-56
-30,66,-70,-84
-54,70,-100,-58
-64,62,-80,-82
-42,58,-98,-68
-4,78,-88,-66
-18,64,-106,-72
-28,62,-72,-76
-34,78,-64,-62
-32,68,-92,-70
-54,80,-78,-46
-38,62,-80,-72
-62,62,-72,-58
-42,86,-76,-78
-48,64,-70,-66
-50,60,-76,-56
-52,62,-84,-72
-36,56,-86,-82
-42,66,-84,-66
-46,80,-82,-80
-62,64,-84,-64
-40,42,-86,-60
-32,70,-82,-52
-50,58,-88,-64
-40,48,-106,-70
-42,80,-88,-102
-48,80,-88,-96
-34,60,-88,-78
-42,62,-88,-54
-34,70,-118,-82
-46,88,-88,-76
-36,58,-80,-72
-60,76,-100,-68
-34,52,-108,-78
-30,84,-94,-74
-48,74,-66,-86
-44,70,-98,-74
-40,88,-100,-90
-36,48,-100,-64
-38,72,-94,-82
-40,56,-76,-86
-50,54,-102,-78
-30,66,-98,-84
-56,92,-74,-90
-36,58,-100,-66
-32,68,-92,-46
-66,56,-106,-72
-32,62,-84,-90
-48,92,-88,-76
-46,62,-94,-54
-46,36,-110,-56
-42,60,-88,-86
-56,52,-94,-74
-40,72,-82,-74
-36,72,-94,-76
-44,70,-78,-58
-44,64,-76,-80
-56,78,-98,-80
-36,70,-88,-92
-26,76,-116,-90
-46,70,-92,-86
-30,78,-94,-86
-20,72,-86,-68
-42,60,-84,-76
-32,48,-82,-84
-44,60,-88,-80
-34,62,-86,-62
-66,40,-88,-72
-20,62,-96,-64
-58,66,-68,-70
-42,80,-72,-40
-46,66,-86,-84
-34,82,-80,-64
-12,80,-102,-66
-18,62,-86,-68
-36,72,-86,-58
-24,66,-66,-76
-42,62,-88,-98
-56,72,-96,-58
-62,54,-86,-62
-36,64,-102,-48
-46,72,-80,-78
-32,62,-94,-74
-38,62,-90,-64
-38,62,-94,-58
-22,76,-88,-68
-44,74,-92,-62
-16,82,-80,-54
-54,90,-92,-78
-28,68,-108,-54
-48,78,-84,-50
-54,76,-104,-64
-42,54,-104,-62
-48,48,-86,-46
-44,80,-90,-68
-42,58,-90,-60
-42,80,-80,-76
-26,74,-86,-78
-4,82,-92,-50
-46,78,-84,-62
-44,68,-76,-86
-38,50,-72,-86
-26,68,-84,-74
-54,94,-84,-76
-28,50,-98,-54
-28,70,-86,-46
-64,44,-102,-60
-34,72,-110,-42
-50,44,-88,-72
-30,40,-88,-84
-34,72,-88,-88
-46,52,-88,-58
-24,74,-68,-56
-46,90,-78,-70
-46,70,-80,-64
-58,72,-98,-62
-34,88,-96,-94
-20,86,-76,-70
-40,64,-106,-78
-34,40,-72,-78
-8,46,-82,-88
-22,50,-98,-94
-12,64,-82,-82
-18,62,-66,-74
-62,66,-86,-54
-30,68,-88,-66
-42,68,-72,-66
-20,62,-90,-56
-48,82,-80,-68
-30,70,-96,-66
-46,86,-92,-54
-48,40,-90,-58
-22,68,-98,-56
-30,74,-86,-82
-44,58,-74,-48
0,64,-84,-74
-22,60,-108,-80
-38,76,-72,-72
-32,66,-62,-62
-22,60,-70,-48
-20,72,-90,-50
-26,80,-68,-42
-36,72,-62,-66
-38,54,-90,-76
-24,76,-96,-72
-36,74,-78,-52
-44,84,-102,-52
-38,74,-80,-52
-36,62,-70,-66
-24,72,-86,-54
-36,78,-100,-80
-44,72,-80,-74
-34,60,-76,-56
-42,78,-90,-56
-48,76,-88,-54
-44,78,-96,-48
-24,78,-74,-70
-36,72,-86,-38
-42,88,-86,-44
-40,70,-86,-28
-34,72,-80,-66
-26,78,-72,-60
-20,96,-102,-64
-58,60,-72,-62
-26,84,-68,-48
-28,66,-70,-66
-8,64,-70,-58
-18,74,-88,-70
-30,66,-82,-56
-18,70,-86,-38
-38,90,-74,-34
-22,48,-70,-62
-28,84,-90,-70
-32,82,-94,-46
-36,74,-86,-66
-30,78,-88,-44
-28,96,-86,-76
-30,64,-70,-50
-26,82,-74,-58
-36,56,-80,-74
-20,82,-66,-52
-32,88,-84,-50
-34,86,-66,-50
-26,84,-96,-52
-18,74,-96,-52
-24,68,-90,-66
-46,98,-96,-28
-38,100,-84,-90
-28,48,-78,-52
-46,74,-82,-50
-24,70,-96,-58
-22,70,-72,-60
-42,56,-82,-66
-20,96,-80,-58
-34,70,-90,-88
-26,76,-54,-62
-50,70,-86,-56
-18,68,-68,-66
-40,58,-76,-40
-46,74,-96,-62
-18,72,-78,-70
-20,50,-82,-50
-42,54,-76,-54
-20,56,-72,-76
-44,78,-90,-58
-38,34,-64,-66
-58,54,-90,-72
-24,72,-80,-54
-36,66,-72,-60
-24,58,-68,-56
-22,84,-86,-42
-14,68,-84,-50
-44,66,-90,-70
-42,92,-108,-54
-34,72,-104,-52
-44,78,-102,-80
-40,70,-74,-56
-50,84,-82,-56
-58,80,-78,-48
-22,74,-80,-54
-50,64,-92,-68
-28,60,-78,-58
-34,56,-94,-42
-32,56,-92,-44
-36,84,-60,-54
-38,64,-86,-54
-44,72,-88,-70
-32,66,-58,-70
-32,88,-98,-72
-24,54,-92,-60
-42,40,-74,-76
-22,98,-94,-62
-54,56,-88,-74
-20,68,-98,-62
-80,62,-80,-72
-32,84,-102,-44
-32,90,-84,-82
-12,76,-66,-70
-28,68,-82,-44
-18,72,-100,-86
-16,80,-72,-70
-20,86,-88,-54
-42,90,-60,-50
-18,66,-74,-74
-10,64,-100,-64
-30,64,-94,-74
-36,72,-88,-66
-36,74,-78,-58
-26,70,-56,-58
-14,76,-84,-50
-26,62,-84,-50
-32,66,-78,-84
-24,100,-98,-54
-42,58,-80,-50
-42,56,-96,-54
-42,82,-102,-76
-34,88,-70,-46
-18,62,-94,-46
-22,74,-90,-44
-18,72,-78,-84
-40,46,-70,-56
-40,66,-96,-56
-62,56,-86,-64
-40,82,-96,-74
-46,74,-76,-60
-30,98,-92,-52
-30,68,-58,-44
-20,74,-94,-66
-16,66,-88,-58
-20,86,-82,-74
-22,68,-72,-60
-46,56,-80,-66
-18,76,-70,-62
-28,68,-60,-50
-28,78,-66,-62
-46,76,-86,-60
-10,70,-102,-64
-26,78,-74,-46
-30,80,-68,-60
-30,70,-82,-60
-18,58,-100,-58
-26,50,-80,-72
-26,70,-82,-56
-38,84,-78,-56
-44,78,-84,-42
-34,94,-74,-46
-26,64,-58,-62
-24,64,-60,-62
-4,92,-74,-50
-28,76,-58,-60
-18,56,-88,-30
-22,68,-74,-42
-20,62,-92,-58
-36,80,-62,-60
-14,104,-76,-58
-44,68,-98,-56
-16,82,-66,-50
-24,68,-74,-58
-18,104,-78,-52
-34,64,-68,-52
-18,80,-72,-58
-30,70,-78,-52
-30,104,-78,-58
-12,80,-48,-38
-16,96,-84,-34
-6,58,-80,-50
-6,88,-78,-54
-16,104,-86,-42
-10,88,-70,-64
-12,76,-74,-38
-12,64,-92,-58
-26,68,-86,-46
-18,56,-64,-68
-10,68,-98,-64
-44,66,-74,-54
-44,76,-66,-64
-44,80,-74,-38
-8,84,-78,-46
-8,98,-78,-40
0,54,-64,-70
-20,86,-78,-62
-26,84,-72,-50
-26,98,-70,-72
-46,94,-66,-62
-26,80,-76,-78
-22,84,-82,-56
-12,86,-52,-54
-22,92,-82,-38
-30,96,-74,-58
-32,88,-62,-56
-8,64,-84,-70
-20,66,-100,-28
-30,76,-72,-38
-40,74,-64,-46
-36,74,-78,-60
-20,66,-84,-46
-48,94,-90,-58
-44,78,-74,-50
-8,82,-60,-70
-28,82,-82,-34
-18,74,-62,-66
-20,96,-74,-54
-22,80,-80,-50
-8,94,-88,-50
-10,78,-74,-62
-44,80,-78,-44
-14,78,-72,-70
-8,62,-104,-54
-32,90,-80,-58
-20,98,-72,-36
-32,88,-74,-62
-24,88,-86,-64
-6,78,-96,-56
-10,90,-90,-60
-22,70,-92,-42
-2,86,-86,-52
-14,78,-56,-52
-10,78,-70,-40
-6,90,-76,-58
-30,90,-86,-44
-18,102,-88,-62
-18,72,-98,-72
2,92,-82,-58
8,76,-74,-64
-20,72,-70,-66
-20,68,-104,-70
-30,78,-68,-58
-12,88,-68,-66
-18,100,-72,-52
-10,86,-68,-44
-8,90,-76,-46
-40,72,-74,-64
-16,86,-94,-20
-26,96,-62,-48
0,80,-88,-38
-22,84,-78,-68
-22,62,-82,-48
-14,62,-80,-50
-22,62,-76,-54
-10,96,-74,-52
-16,72,-72,-40
-2,84,-78,-48
-24,94,-76,-46
-4,68,-60,-62
-6,122,-68,-46
-24,92,-96,-70
-22,68,-64,-68
-30,100,-84,-32
-14,110,-48,-68
-14,98,-76,-54
-12,76,-58,-58
-26,104,-84,-50
-4,98,-64,-30
-4,70,-66,-44
-12,102,-52,-68
-22,86,-60,-36
-6,84,-76,-42
-10,100,-68,-34
-24,82,-68,-44
-6,78,-92,-48
-20,72,-38,-74
-30,92,-72,-42
-10,90,-86,-50
-8,70,-82,-58
14,72,-64,-60
-2,56,-88,-34
-32,72,-76,-50
-20,94,-76,-52
-28,78,-62,-58
-20,84,-62,-36
-36,80,-46,-50
-30,98,-68,-56
-18,102,-74,-36
-16,88,-90,-56
-10,70,-88,-42
-26,94,-108,-32
-32,90,-68,-54
-18,82,-90,-64
-16,68,-100,-42
-16,70,-64,-80
-4,68,-70,-74
4,74,-60,-82
-4,90,-74,-74
6,66,-64,-44
-8,78,-54,-48
-12,62,-60,-32
-2,94,-78,-56
-22,76,-78,-66
-4,68,-46,-56
-16,72,-72,-58
0,88,-70,-54
-30,82,-68,-72
-20,102,-66,-86
-16,62,-72,-52
-8,68,-66,-74
-18,70,-58,-58
0,82,-58,-82
-4,82,-58,-70
2,72,-58,-54
2,90,-52,-46
-6,114,-50,-60
-24,98,-68,-44
-8,80,-66,-20
-12,76,-70,-66
-4,94,-66,-38
-34,106,-60,-72
-10,96,-92,-58
12,96,-80,-74
-30,94,-64,-42
-2,98,-50,-48
-26,60,-74,-24
12,96,-46,-52
12,102,-56,-44
-24,96,-52,-36
-16,70,-42,-50
8,114,-70,-48
-22,94,-54,-72
-18,104,-78,-54
-18,72,-70,-64
-14,84,-102,-64
-18,86,-48,-54
-12,80,-50,-38
-12,88,-80,-70
-12,86,-78,-44
8,84,-64,-46
-10,68,-64,-48
-12,86,-52,-52
-2,80,-58,-54
-18,102,-52,-40
-14,96,-68,-34
-8,90,-86,-36
-4,92,-72,-50
-6,84,-82,-26
0,78,-74,-62
-12,88,-52,-44
-18,86,-64,-44
-4,68,-58,-46
-22,64,-38,-46
-16,106,-70,-50
28,98,-60,-46
6,86,-52,-66
-6,70,-74,-50
-12,90,-60,-58
18,94,-40,-42
6,74,-50,-58
6,92,-46,-66
-18,96,-54,-42
0,102,-74,-56
-24,96,-70,-64
-8,76,-58,-50
-18,88,-74,-54
-4,94,-82,-42
-4,100,-56,-60
-18,112,-66,-36
-16,72,-56,-44
8,98,-76,-58
-40,84,-66,-50
-20,90,-68,-50
8,94,-94,-46
-22,68,-82,-44
-12,82,-76,-44
8,90,-70,-52
-16,78,-64,-54
-8,78,-36,-98
-2,70,-64,-74
-12,60,-62,-62
12,62,-42,-68
-10,80,-82,-48
0,82,-74,-46
-16,80,-66,-24
-24,80,-60,-74
-36,84,-74,-44
-32,92,-62,-52
-10,64,-58,-52
-22,100,-74,-44
-18,100,-56,-74
-14,74,-62,-64
6,68,-76,-38
10,84,-84,-34
18,108,-80,-42
-22,98,-66,-62
-12,108,-72,-58
0,88,-52,-46
-2,76,-56,-54
-22,86,-86,-46
2,88,-82,-60
-28,54,-60,-42
-6,84,-78,-34
-18,80,-64,-64
-2,78,-66,-60
-16,62,-56,-64
-32,94,-44,-46
2,76,-58,-62
-10,96,-64,-56
-2,72,-68,-58
-30,94,-62,-32
12,90,-70,-58
6,70,-104,-56
-20,82,-84,-50
-30,76,-100,-62
-14,74,-74,-36
-26,98,-62,-50
-28,96,-94,-52
-4,88,-66,-44
-24,76,-80,-46
-28,84,-68,-42
-26,76,-84,-54
-10,62,-62,-36
0,82,-68,-62
-26,72,-64,-48
-4,84,-88,-54
-6,92,-68,-34
2,112,-96,-68
-2,70,-68,-54
-20,100,-48,-38
-26,80,-84,-56
-16,84,-90,-54
-6,100,-36,-28
-6,88,-72,-54
-8,80,-74,-48
10,82,-58,-56
-12,60,-86,-50
-18,94,-52,-52
-22,86,-74,-52
-16,96,-66,-50
-18,104,-78,-68
-20,86,-70,-58
0,94,-80,-46
-16,78,-66,-56
-32,70,-70,-78
-46,86,-54,-54
-10,106,-52,-38
-34,80,-40,-42
-18,98,-52,-38
-14,94,-74,-34
10,90,-68,-44
-2,98,-42,-38
-16,64,-36,-60
-12,94,-76,-58
4,76,-66,-72
-12,102,-80,-52
-18,102,-34,-36
-2,88,-48,-50
-18,100,-60,-64
-10,94,-68,-30
-8,104,-42,-58
2,100,-48,-34
6,82,-58,-28
-8,104,-72,-40
-4,108,-84,-56
-8,82,-84,-20
-2,88,-56,-60
-24,82,-76,-68
-6,90,-68,-38
-12,100,-70,-48
-4,106,-60,-36
-30,88,-56,-38
-18,106,-54,-30
-12,92,-72,-44
-18,72,-42,-66
-26,76,-62,-42
-18,88,-56,-56
-38,64,-60,-54
-20,58,-62,-42
-22,84,-62,-36
-14,92,-68,-34
4,76,-94,-42
-14,60,-68,-40
-22,88,-80,-44
-28,62,-68,-50
-14,112,-64,-60
-26,108,-82,-48
-10,86,-62,-44
-6,102,-66,-64
-28,64,-60,-54
-6,90,-66,-38
-10,100,-42,-50
-16,104,-68,-44
-22,64,-64,-62
-6,78,-60,-34
-18,82,-68,-38
-12,90,-66,-38
-24,80,-62,-46
-44,92,-46,-26
4,94,-68,-76
12,86,-58,-56
-28,84,-88,-28
-12,86,-80,-54
-26,72,-90,-72
-10,80,-76,-44
-10,86,-36,-48
-6,84,-76,-52
-30,56,-58,-44
0,104,-76,-42
-16,80,-54,-54
-28,78,-84,-48
-22,66,-66,-54
-24,86,-50,-36
-22,74,-62,-60
-18,84,-60,-40
-20,92,-62,-58
-32,92,-78,-62
-20,76,-66,-56
-18,68,-60,-72
-26,58,-60,-60
-22,106,-50,-54
-22,82,-76,-34
-16,98,-72,-58
-22,80,-66,-44
-4,92,-78,-54
-22,78,-66,-50
-34,70,-80,-34
-14,74,-50,-44
-10,92,-52,-52
-20,82,-56,-38
-18,72,-70,-54
-22,54,-66,-48
-10,74,-68,-76
-28,84,-58,-46
-6,84,-68,-56
-20,100,-66,-46
-26,88,-56,-30
-8,96,-78,-40
-28,96,-80,-54
-24,64,-66,-72
-26,74,-70,-30
-22,94,-86,-58
-22,68,-96,-44
-10,90,-58,-40
-20,94,-62,-42
-20,88,-74,-48
4,90,-74,-64
-24,78,-86,-44
-8,74,-72,-52
-22,84,-70,-44
-34,88,-66,-74
12,78,-60,-56
-10,68,-54,-36
-28,72,-54,-38
-38,82,-54,-58
-32,92,-58,-44
-4,84,-60,-46
-40,96,-60,-46
-28,88,-58,-54
-22,88,-52,-54
-20,80,-60,-48
-12,84,-60,-50
4,90,-96,-58
-24,92,-70,-48
-28,106,-66,-72
-20,88,-52,-40
-12,82,-56,-44
-36,96,-68,-42
-16,78,-62,-30
-24,80,-78,-20
-24,82,-62,-64
-24,76,-78,-50
-36,88,-66,-60
2,84,-74,-36
-34,88,-40,-40
-24,62,-74,-56
-28,94,-56,-56
-6,80,-72,-58
-14,76,-68,-52
-30,104,-60,-60
-8,90,-62,-40
-12,118,-90,-54
-32,92,-70,-22
-36,86,-38,-38
-38,84,-54,-42
-50,86,-84,-40
-50,82,-54,-48
-20,90,-56,-44
-24,86,-62,-50
-14,82,-54,-30
-14,90,-80,-60
-28,88,-76,-54
-26,80,-66,-58
-26,86,-70,-36
-40,66,-70,-58
-28,90,-62,-56
-12,82,-74,-62
-16,104,-74,-30
-44,100,-38,-42
-28,94,-76,-56
-34,84,-62,-44
-18,98,-64,-48
-40,90,-76,-50
-22,66,-68,-56
-26,110,-74,-74
-18,78,-56,-50
-40,92,-70,-30
-10,84,-86,-56
-26,84,-94,-60
-6,92,-78,-20
-16,76,-52,-44
-20,78,-58,-46
-32,76,-66,-54
-58,66,-62,-58
-30,84,-74,-52
-34,68,-62,-52
-40,74,-68,-52
-30,86,-86,-44
-22,68,-74,-56
-22,98,-48,-42
-16,64,-72,-48
-8,88,-76,-54
-48,72,-56,-30
-4,90,-72,-46
-12,66,-82,-64
-40,70,-52,-40
-16,54,-54,-56
-32,76,-60,-40
-30,70,-56,-44
-34,68,-62,-50
-28,82,-80,-34
-46,76,-80,-42
-44,88,-80,-44
-28,60,-80,-42
-32,76,-70,-50
-28,76,-72,-20
-32,64,-60,-60
-20,84,-46,-38
-24,78,-62,-54
-28,94,-54,-46
-24,86,-44,-58
-14,96,-62,-56
-32,108,-80,-42
-16,108,-42,-28
-30,82,-86,-52
-28,96,-72,-38
-22,94,-72,-30
-28,94,-48,-40
-18,92,-82,-22
-12,62,-58,-26
-14,84,-54,-34
-26,98,-72,-34
-14,90,-74,-40
-34,76,-62,-44
-34,90,-66,-34
-26,106,-56,-40
-42,74,-56,-34
-20,88,-54,-38
-20,80,-56,-32
-20,114,-52,-32
4,82,-56,-52
-16,102,-104,-48
-32,82,-62,-34
-16,82,-58,-46
-26,94,-62,-52
-50,108,-68,-58
-30,72,-58,-16
-20,94,-58,-30
-28,82,-56,-44
-26,92,-44,-6
-22,76,-90,-26
-20,88,-70,-58
-2,106,-66,-52
-40,102,-56,-50
-6,90,-70,-46
-26,74,-60,-52
-8,100,-72,-30
-6,100,-56,-44
-20,98,-70,-54
-22,118,-58,-60
-6,68,-74,-30
-26,96,-74,-50
-4,90,-60,-30
8,92,-56,-40
-20,92,-74,-24
-8,68,-84,-54
-4,86,-60,-22
-18,88,-68,-32
-18,106,-52,-24
-38,102,-62,-50
-6,94,-50,-50
-28,78,-54,-44
-18,120,-44,-36
2,104,-46,-38
-22,86,-76,-68
-18,84,-56,-30
-26,122,-56,-26
-44,80,-72,-18
-6,90,-74,-72
-24,82,-56,-44
-24,78,-62,-44
-26,90,-64,-40
-6,98,-70,-40
-22,104,-46,-40
-8,100,-56,-50
-20,86,-66,-38
-24,90,-64,-26
-2,96,-68,-50
-10,74,-54,-36
-20,84,-52,-56
-28,114,-60,-48
-30,88,-70,-34
-34,90,-84,-56
-50,86,-78,-28
-12,82,-68,-72
-28,76,-68,-32
-46,96,-54,-34
-20,96,-74,-60
-2,100,-68,-36
2,66,-62,-54
-12,70,-68,-38
-22,102,-86,-36
-24,84,-82,-42
-18,92,-40,-56
-26,80,-58,-58
-12,94,-68,-34
-28,62,-72,-60
-28,76,-54,-66
-14,76,-62,-40
-30,68,-64,-48
-16,92,-76,-52
-28,94,-66,-40
-14,94,-78,-28
-28,80,-72,-56
-8,90,-54,-36
-26,78,-44,-56
-22,90,-68,-58
-32,82,-72,-44
-28,76,-52,-76
-40,72,-80,-54
-8,86,-68,-48
-36,84,-68,-48
-36,86,-84,-62
-12,90,-70,-36
-30,74,-68,-52
-16,76,-84,-36
-30,82,-76,-56
-24,90,-68,-42
-34,70,-84,-64
-44,76,-70,-56
-34,84,-70,-26
-14,78,-58,-44
-26,84,-54,-54
-26,78,-76,-58
-30,68,-70,-70
-18,88,-104,-64
-38,40,-66,-54
-14,84,-78,-44
-28,72,-80,-50
-18,100,-84,-44
-42,68,-70,-50
-16,78,-80,-38
-18,96,-80,-60
-22,86,-78,-54
-38,96,-74,-68
6,88,-66,-56
-18,84,-70,-62
-14,82,-74,-72
-12,68,-74,-34
-46,96,-88,-70
-30,72,-62,-50
-24,92,-68,-58
-14,92,-56,-56
-10,78,-52,-70
-12,70,-84,-66
-36,84,-84,-58
-30,82,-66,-54
-28,96,-48,-34
-2,60,-78,-68
-16,72,-74,-52
-4,86,-66,-54
-38,96,-64,-50
-20,94,-72,-52
-40,82,-60,-46
-16,78,-70,-42
-20,82,-78,-56
-38,88,-64,-42
-18,86,-68,-42
-8,92,-76,-36
-26,86,-68,-44
-40,90,-72,-50
-24,74,-76,-60
-44,92,-84,-44
-20,80,-60,-42
-20,88,-60,-32
-14,108,-56,-38
-42,112,-48,-48
-16,108,-58,-40
-20,90,-58,-50
-28,98,-68,-54
-14,92,-62,-54
-20,78,-60,-36
-6,74,-60,-38
-16,88,-62,-34
-20,76,-76,-54
-38,102,-70,-52
-42,60,-68,-36
-30,84,-68,-58
-20,94,-72,-44
-16,80,-66,-52
-30,90,-62,-50
4,104,-72,-54
0,76,-74,-58
6,90,-90,-48
-12,80,-84,-64
-14,104,-50,-70
-18,96,-82,-64
-32,128,-74,-52
-18,88,-82,-52
-12,70,-78,-30
-32,90,-66,-38
-28,72,-74,-46
-18,68,-82,-62
-24,66,-72,-62
-26,96,-58,-58
-24,84,-100,-46
-18,74,-84,-66
-20,92,-70,-52
-32,84,-80,-50
-16,84,-84,-46
-20,82,-84,-58
0,84,-76,-50
-4,72,-58,-80
-16,96,-66,-64
-16,80,-56,-52
-8,90,-70,-44
-28,104,-70,-40
-24,84,-76,-46
-26,80,-76,-48
2,86,-80,-54
-38,86,-74,-56
-12,68,-94,-50
-12,98,-78,-44
-2,88,-82,-40
-38,78,-86,-44
-30,80,-86,-46
-2,80,-80,-72
-30,68,-88,-74
-16,78,-64,-54
-20,86,-86,-42
-48,62,-66,-44
-34,74,-54,-62
-34,104,-84,-66
-28,80,-80,-50
-4,84,-78,-70
-22,114,-76,-48
-10,80,-78,-62
-14,74,-96,-74
-30,90,-80,-54
-26,104,-66,-58
8,88,-82,-56
-2,66,-46,-56
-8,82,-62,-66
-28,60,-76,-38
-30,84,-56,-56
-14,80,-64,-36
-24,86,-66,-48
-16,80,-88,-34
2,70,-82,-60
8,96,-82,-56
-40,80,-68,-38
-28,70,-72,-42
-30,82,-62,-44
-26,68,-64,-70
-26,80,-58,-46
-26,102,-60,-30
-26,84,-82,-78
-20,80,-68,-50
-28,76,-90,-48
-46,94,-64,-28
-24,68,-82,-68
-32,76,-42,-36
-32,104,-66,-64
-20,94,-54,-36
-14,80,-78,-44
-10,80,-78,-44
-28,102,-80,-32
4,60,-66,-62
-10,80,-52,-58
-8,90,-44,-42
-28,106,-78,-64
-22,104,-58,-48
-10,92,-58,-48
-6,106,-70,-68
-18,98,-74,-46
-20,86,-88,-58
-22,88,-86,-46
-24,90,-60,-38
-16,72,-72,-44
-20,64,-56,-58
-24,76,-72,-68
-22,74,-50,-64
-26,80,-60,-32
-18,94,-72,-64
-24,80,-60,-56
-10,68,-54,-36
-12,96,-68,-70
-18,66,-72,-78
-4,98,-66,-56
6,90,-70,-56
-24,74,-64,-46
-22,86,-70,-26
-8,108,-92,-50
-8,96,-50,-46
-32,76,-50,-50
-12,96,-76,-52
-16,84,-66,-50
-8,96,-74,-56
-30,112,-74,-50
4,98,-58,-38
2,90,-82,-68
0,96,-36,-40
-4,70,-46,-28
-30,94,-48,-40
-30,110,-66,-50
-2,84,-60,-54
-4,100,-54,-50
2,84,-82,-28
-22,84,-66,-34
-4,96,-76,-50
-12,82,-78,-52
-14,94,-72,-50
6,74,-68,-50
-18,88,-76,-54
-26,118,-48,-66
-14,78,-40,-46
-10,74,-66,-50
-16,82,-76,-48
-8,96,-80,-42
4,94,-70,-68
-28,110,-70,-62
-8,90,-58,-50
-2,72,-52,-58
-12,98,-62,-46
-18,74,-52,-40
-12,104,-82,-72
-2,94,-52,-66
2,84,-44,-58
0,106,-26,-32
-10,92,-56,-34
-8,68,-56,-52
-18,92,-52,-46
-22,102,-70,-22
-22,92,-68,-34
-32,86,-80,-48
-12,110,-58,-42
-6,106,-78,-72
8,102,-44,-52
-2,102,-50,-54
4,90,-70,-44
-20,76,-62,-30
6,82,-62,-58
-14,74,-60,-56
-2,90,-58,-44
-4,94,-62,-44
-6,62,-58,-52
-8,102,-72,-64
16,92,-64,-30
-4,84,-56,-64
-2,106,-48,-32
